id,title,abstract,publicationId,volume,issue,pages,year,month,location,citation,uploadedDate,enteredDate,enteredBy,pubMedId
AR00870,Effect of minocycline on osteoporosis.,"The effect of oral minocycline on osteopenia in ovariectomized (OVX) old rats was examined in this study. Rats were divided into 4 groups: sham-operated, OVX followed by treatment with vehicle, minocycline, or 17 beta-estradiol. The treatment was initiate",PB494,12,2,71-5,1998,11,AR-20071124-39889.pdf,"Williams S, Wakisaka A, Zeng QQ, Barnes J, Seyedin S, Martin G, Wechter WJ, Liang CT.Effect of minocycline on osteoporosis. Adv Dent Res. 1998 Nov;12(2):71-5.",20071124,20071124,kathy,9972125
AR00871,Inhibition of caspase-1/interleukin-1beta signaling prevents degeneration of retinal capillaries in diabetes and galactosemia.,"The proinflammatory cytokine, interleukin (IL)-1beta, is known to induce vascular dysfunction and cell death. We investigated the role of IL-1beta and caspase-1 (the enzyme that produces it) in diabetes-induced degeneration of retinal capillaries. Caspase",PB495,56,1,224-30,2007,1,AR-20071124-40227.pdf,"Vincent JA, Mohr S. Inhibition of caspase-1/interleukin-1beta signaling prevents degeneration of retinal capillaries in diabetes and galactosemia. Diabetes. 2007 Jan;56(1):224-30.",20071124,20071124,kathy,17192486 
AR00872,"Minocycline reduces proinflammatory cytokine expression, microglial activation, and caspase-3 activation in a rodent model of diabetic retinopathy.","Diabetes leads to vascular leakage, glial dysfunction, and neuronal apoptosis within the retina. The goal of the studies reported here was to determine the role that retinal microglial cells play in diabetic retinopathy and assess whether minocycline can ",PB495,54,5,1559-65,2005,5,AR-20071124-40759.pdf,"Krady JK, Basu A, Allen CM, Xu Y, LaNoue KF, Gardner TW, Levison SW.Minocycline reduces proinflammatory cytokine expression, microglial activation, and caspase-3 activation in a rodent model of diabetic retinopathy.Diabetes. 2005 May;54(5):1559-65.  ",20071124,20071124,kathy,15855346
AR01405,Protective effects of cyclooxygenase-2 gene inactivation against peripheral nerve dysfunction and intraepidermal nerve fiber loss in experimental diabetes.,OBJECTIVE: Activation of the cyclooxygenase (COX) pathway with secondary neurovascular deficits are implicated in the pathogenesis of experimental diabetic peripheral neuropathy (DPN). The aim of this study was to explore the interrelationships between hy,PB495,56,12,2997-3005,2007,12,,"Kellogg AP, Wiggin TD, Larkin DD, Hayes JM, Stevens MJ, Pop-Busui R.Protective effects of cyclooxygenase-2 gene inactivation against peripheral nerve dysfunction and intraepidermal nerve fiber loss in experimental diabetes. Diabetes. 2007 Dec;56(12):2997-",,20080312,kathy,17720896 
AR01419,RAGE and Experimental Diabetic Neuropathy.,"Background: Heightened expression of the receptor for advanced glycation end products (RAGE) contributes to development of systemic diabetic complications, but its contribution to diabetic neuropathy is uncertain. Objective: We studied experimental diabet",PB495,,,,2007,11,,"Toth C, Rong LL, Yang C, Martinez J, Song F, Ramji N, Brussee V, Liu W, Durand J, Nguyen MD, Schmidt AM, Zochodne DW.RAGE and Experimental Diabetic Neuropathy. Diabetes. 2007 Nov 26 [Epub ahead of print]",,20080312,kathy,18039814
AR01421,Neuritin mediates nerve growth factor-induced axonal regeneration and is deficient in experimental diabetic neuropathy.,"OBJECTIVE: Axonal regeneration is defective in both experimental and clinical diabetic neuropathy, contributing to loss of axonal extremities and neuronal dysfunction. The mechanisms behind this failure are not fully understood; however, a deficit in neur",PB495,57,1,181-9,2008,1,,"Karamoysoyli E, Burnand RC, Tomlinson DR, Gardiner NJ.Neuritin mediates nerve growth factor-induced axonal regeneration and is deficient in experimental diabetic neuropathy.Diabetes. 2008 Jan;57(1):181-9.",,20080312,kathy,17909094 
AR01429,Effect of aspirin alone and aspirin plus dipyridamole in early diabetic retinopathy. A multicenter randomized controlled clinical trial. The DAMAD Study Group.,"In a double-blind randomized controlled clinical trial conducted in two French and two United Kingdom centers, the effect of antiplatelet agents, i.e., aspirin alone (330 mg 3 times daily) or in combination with dipyridamole (75 mg 3 times daily), was tes",PB495,38,4,491-8,1989,4,,No authors listed. Effect of aspirin alone and aspirin plus dipyridamole in early diabetic retinopathy. A multicenter randomized controlled clinical trial. The DAMAD Study Group. Diabetes. 1989 Apr;38(4):491-8.,,20080330,kathy,2647556
AR01431,Salicylate-based anti-inflammatory drugs inhibit the early lesion of diabetic retinopathy.,"It has been previously reported that aspirin inhibited the development of diabetic retinopathy in diabetic animals, raising the possibility that anti-inflammatory drugs may have beneficial effects on diabetic retinopathy. To further explore this, we compa",PB495,56,2,337-45,2007,2,AR-20080330-8565.pdf,"Zheng L, Howell SJ, Hatala DA, Huang K, Kern TS.Salicylate-based anti-inflammatory drugs inhibit the early lesion of diabetic retinopathy.Diabetes. 2007 Feb;56(2):337-45.",20080330,20080330,kathy,17259377 
AR01524,Diabetes alters sphingolipid metabolism in the retina: a potential mechanism of cell death in diabetic retinopathy.,"Dysregulated sphingolipid metabolism causes neuronal cell death and is associated with insulin resistance and diseases. Thus, we hypothesized that diabetes-induced changes in retinal sphingolipid metabolism may contribute to neuronal pathologies in diabet",PB495,55,12,3573-80,2006,12,AR-20080402-14339.pdf,"Fox TE, Han X, Kelly S, Merrill AH 2nd, Martin RE, Anderson RE, Gardner TW, Kester M.Diabetes alters sphingolipid metabolism in the retina: a potential mechanism of cell death in diabetic retinopathy.  Diabetes. 2006 Dec;55(12):3573-80.",20080402,20080402,kathy,17130506
AR01532,Studies of rat and human retinas predict a role for the polyol pathway in human diabetic retinopathy.,"The polyol (sorbitol) pathway of glucose metabolism is activated in many cell types when intracellular glucose concentrations are high, and it can generate cellular stress through several mechanisms. The role of the polyol pathway in the pathogenesis of d",PB495,53,9,2404-11,2004,9,AR-20080402-17762.pdf,"Dagher Z, Park YS, Asnaghi V, Hoehn T, Gerhardinger C, Lorenzi M.Studies of rat and human retinas predict a role for the polyol pathway in human diabeticretinopathy.  Diabetes. 2004 Sep;53(9):2404-11.",,20080402,kathy,15331552
AR01587,Thiazolidinediones ameliorate diabetic nephropathy via cell cycle-dependent mechanisms.,"Thiazolidinediones are ligands for peroxisome proliferator-activated receptor (PPAR)-gamma, widely used as insulin sensitizer in type 2 diabetic patients and implicated in apoptosis, cell proliferation, and cell cycle regulation. Here, the effect of thiaz",PB495,55,6,1666-77,2006,6,AR-20080428-27115.pdf,"Okada T, Wada J, Hida K, Eguchi J, Hashimoto I, Baba M, Yasuhara A, Shikata K, Makino H. Thiazolidinediones ameliorate diabetic nephropathy via cell cycle-dependent mechanisms. Diabetes. 2006 Jun;55(6):1666-77.",20080428,20080428,kathy,16731829
AR01593,"Rosiglitazone improves glomerular hyperfiltration, renal endothelial dysfunction, and microalbuminuria of incipient diabetic nephropathy in patients.","Microalbuminuria, an early feature of diabetic nephropathy, indicates intrarenal endothelial damage. In type 2 diabetes, microalbuminuria is strongly related to insulin resistance. We therefore investigated whether rosiglitazone, an insulin-sensitizing dr",PB495,54,7,2206-11,2005,7,AR-20080428-32004.pdf,"Pistrosch F, Herbrig K, Kindel B, Passauer J, Fischer S, Gross P.Rosiglitazone improves glomerular hyperfiltration, renal endothelial dysfunction, and microalbuminuria of incipient diabetic nephropathy in patients. Diabetes. 2005 Jul;54(7):2206-11.",20080428,20080428,kathy,15983223
AR01605,Targeting of RhoA/ROCK signaling ameliorates progression of diabetic nephropathy independent of glucose control.,"OBJECTIVE: RhoA, a small GTPase protein, and its immediate downstream target, Rho kinase (ROCK), control a wide variety of signal transduction pathways. Recent studies have shown that fasudil, a selective ROCK inhibitor, may play a pivotal role in a numbe",PB495,57,3,714-23,2008,3,,"Kolavennu V, Zeng L, Peng H, Wang Y, Danesh FR.Targeting of RhoA/ROCK signaling ameliorates progression of diabetic nephropathy independent of glucose control. Diabetes. 2008 Mar;57(3):714-23.",,20080428,kathy,18083785
AR01643,"Effect of the estrogen antagonist, tamoxifen, on development of glomerulosclerosis in the Cohen diabetic rat.","Long-term administration of the estrogen antagonist, tamoxifen, to female, Cohen diabetic rats caused a significant decrease in the incidence of glomerulosclerosis, 12.5% as compared with 58.3% in control, untreated, diabetic female rats. This change in i",PB495,34,7,634-8,1985,7,,"Cohen AM, Rosenmann E.Effect of the estrogen antagonist, tamoxifen, on development of glomerulosclerosis in the Cohen diabetic rat. Diabetes. 1985 Jul;34(7):634-8.",,20080429,kathy, 3891473
AR01644,Peroxisome proliferator activated receptor alpha/gamma dual agonist tesaglitazar attenuates diabetic nephropathy in db/db mice.,"Peroxisome proliferator-activated receptors (PPARs) are nuclear transcription factors and play a central role in insulin sensitivity, lipid metabolism, and inflammation. Both PPARalpha and -gamma are expressed in the kidney, and their agonists exhibit ren",PB495,56,8,2036-45,2007,8,,"Cha DR, Zhang X, Zhang Y, Wu J, Su D, Han JY, Fang X, Yu B, Breyer MD, Guan Y.Peroxisome proliferator activated receptor alpha/gamma dual agonist tesaglitazar attenuates diabetic nephropathy in db/db mice. Diabetes. 2007 Aug;56(8):2036-45.",,20080429,kathy,17536062
AR01745,"Expression of CD68 and macrophage chemoattractant protein-1 genes in human adipose and muscle tissues: association with cytokine expression, insulin resistance, and reduction by pioglitazone.","To examine the role of adipose-resident macrophages in insulin resistance, we examined the gene expression of CD68, a macrophage marker, along with macrophage chemoattractant protein-1 (MCP-1) in human subcutaneous adipose tissue using real-time RT-PCR. B",PB495,54,8,2305-13,2005,8,AR-20080915-44709.pdf,"Di Gregorio GB, Yao-Borengasser A, Rasouli N, Varma V, Lu T, Miles LM, Ranganathan G, Peterson CA, McGehee RE, Kern PA. Expression of CD68 and macrophage chemoattractant protein-1 genes in human adipose and muscle tissues: association with cytokine expres",20080915,20080915,kathy,16046295
AR01781,The ubiquitin-proteasome system and inflammatory activity in diabetic atherosclerotic plaques: effects of rosiglitazone treatment.,"The role of ubiquitin-proteasome system in the accelerated atherosclerotic progression of diabetic patients is unclear. We evaluated ubiquitin-proteasome activity in carotid plaques of asymptomatic diabetic and nondiabetic patients, as well as the effect ",PB495,55,3,622-32,2006,3,AR-20081103-71824.pdf,"Marfella R, D'Amico M, Esposito K, Baldi A, Di Filippo C, Siniscalchi M, Sasso FC, Portoghese M, Cirillo F, Cacciapuoti F, Carbonara O, Crescenzi B, Baldi F, Ceriello A, Nicoletti GF, D'Andrea F, Verza M, Coppola L, Rossi F, Giugliano D. The ubiquitin-pro",20081103,20081103,kathy,16505224
AR00873,Tetracycline administration restores osteoblast structure and function during experimental diabetes.,Osteopenia is a recognized complication of diabetes mellitus in humans and experimental animals. We recently found that tetracyclines prevent osteopenia in the streptozotocin-induced diabetic rat and that this effect was associated with a restoration of d,PB496,231,1,25-34,1991,9,,"Sasaki T, Kaneko H, Ramamurthy NS, Golub LM.Tetracycline administration restores osteoblast structure and function during experimental diabetes. Anat Rec. 1991 Sep;231(1):25-34. ",,20071124,kathy,1836318
AR00874,Minocycline-treatment of diabetic rats normalizes skin collagen production and mass: possible causative mechanisms.,"Daily minocycline-treatment of streptozotocin-induced diabetic rats not only prevented a diabetes-caused atrophy of skin collagen mass (10-mos old rats), but also normalized skin collagen mass to match that of growing (ca. 1%/d) non-diabetic controls (4- ",PB497,10,2,112-23,1990,5,,"Schneir M, Ramamurthy N, Golub L. Minocycline-treatment of diabetic rats normalizes skin collagen production and mass: possible causative mechanisms.Matrix. 1990 May;10(2):112-23. ",,20071124,kathy,2374516 
AR00875,Identification of potential HIV-1 targets of minocycline.,"Minocycline, a broad spectrum antibiotic, has been discovered to have inhibitory activity against HIV-1 in vitro, but the targets inhibited are unknown. We used a docking with dynamics protocol developed by us to predict the binding affinities of minocycl",PB498,23,20,2797-9,2007,10,,"Jenwitheesuk E, Samudrala R.Identification of potential HIV-1 targets of minocycline. Bioinformatics. 2007 Oct 15;23(20):2797-9. ",,20071124,kathy,17804437 
AR00877,A novel action of minocycline: inhibition of human immunodeficiency virus type 1 infection in microglia.,Human immunodeficiency virus type 1 (HIV-1) infection of the brain produces a characteristic disease called acquired immunodeficiency syndrome (AIDS) dementia in which productive infection and inflammatory activation of microglia and macrophages play a ce,PB499,10,5,284-92,2004,10,,"Si Q, Cosenza M, Kim MO, Zhao ML, Brownlee M, Goldstein H, Lee S. A novel action of minocycline: inhibition of human immunodeficiency virus type 1 infection in microglia. J Neurovirol. 2004 Oct;10(5):284-92.",,20071124,kathy,15385251
AR00013,Gonadotropin-releasing hormone antagonist in the management of prostate cancer,"Luteinizing hormone-releasing hormone (LHRH) agonist therapy to induce medical castration has become the most common form of hormonal therapy for advanced and metastatic prostate cancer. When treatment is started, LHRH agonists initially stimulate the rel",PB5,6,Supp 7,S25-32,2004,,picrender.pdf,"Reviews in Urology, 2004, 6(Supp 7), pp. S25-32.",20070320,20070222,kathy,16985933
AR00116,Sulforaphane retards the growth of human PC-3 xenografts and inhibits HDAC activity in human subjects,"Sulforaphane (SFN) is an isothiocyanate found in cruciferous vegetables such as broccoli. This anticarcinogen was first identified as a potent inducer of Phase 2 enzymes, but evidence is mounting that SFN acts through other cancer chemopreventive mechanis",PB50,232,2,227-34,2007,2,,Exp Biol Med (Maywood). 2007 Feb;232(2):227-34,,20070318,kathy,17259330
AR00881,"Minocycline inhibits caspase activation and reactivation, increases the ratio of XIAP to smac/DIABLO, and reduces the mitochondrial leakage of cytochrome C and smac/DIABLO.","OBJECTIVES: This study is aimed at investigating the novel use of minocycline for cardiac protection during ischemia/reperfusion (I/R) injury, as well as its mechanism of action. BACKGROUND: Minocycline is a tetracycline with anti-inflammatory properties,",PB500,43,5,865-74,2004,3,,"Scarabelli TM, Stephanou A, Pasini E, Gitti G, Townsend P, Lawrence K, Chen-Scarabelli C, Saravolatz L, Latchman D, Knight R, Gardin J.Minocycline inhibits caspase activation and reactivation, increases the ratio of XIAP to smac/DIABLO, and reduces the mi",,20071124,kathy,14998631
AR00884,Intrapericardial minocycline sclerosis for malignant pericardial effusion.,STUDY OBJECTIVE: To evaluate the effectiveness and safety of minocycline hydrochloride (minocycline) intrapericardially in patients with malignant pericardial effusion. DESIGN: Consecutive patients admitted to the hospital during a 32-month period receive,PB501,109,6,1452-4,1996,6,AR-20071124-45683.pdf,"Lashevsky I, Ben Yosef R, Rinkevich D, Reisner S, Markiewicz W.Intrapericardial minocycline sclerosis for malignant pericardial effusion. Chest. 1996 Jun;109(6):1452-4.",20071124,20071124,kathy,8769492
AR01075,Oral forms of tetracycline and doxycycline are effective in producing pleurodesis.,"PURPOSES: We investigated whether oral tetracyclines could produce an efficient and safe pleurodesis as does parenteral doxycycline, which is currently unavailable in many countries. METHODS: Parenteral doxycycline (10 mg/kg), oral tetracycline (35 mg/kg)",PB501,128,5,3750-6,2005,11,AR-20071227-28317.pdf,"Bilaceroglu S, Guo Y, Hawthorne ML, Zhu Z, Stathopoulos GT, Lane KB, Light RW.Oral forms of tetracycline and doxycycline are effective in producing pleurodesis.Chest. 2005 Nov;128(5):3750-6. ",20071227,20071227,kathy,16304343 
AR01228,Successful treatment of sclerosing cervicitis and fibrosing mediastinitis with tamoxifen.,"Fibrosing mediastinitis and sclerosing cervicitis are fibrosclerotic disorders akin to retroperitoneal fibrosis, with presenting symptoms related to local pain or viscus obstruction or both. No definitive treatment is known. This is the first report of th",PB501,111,4,1137-40,1997,4,AR-20080129-21015.pdf,"Savelli BA, Parshley M, Morganroth ML.Successful treatment of sclerosing cervicitis and fibrosing mediastinitis with tamoxifen. Chest. 1997 Apr;111(4):1137-40.",,20080129,kathy,9106605
AR00886,Intrapleural minocycline for postoperative air leakage and control of malignant pleural effusion,Minocycline pleurodesis with intrapleural pretreatment of lidocaine (150 mg) was performed on 19 patients. Minocycline was instilled into the pleural space for postoperative air leakage in 12 patients and control of malignant pleural effusion in 7 patient,PB502,43,4,283-6,1990,4,,"Hatta T, Tsubota N, Yoshimura M, Yanagawa M. Intrapleural minocycline for postoperative air leakage and control of malignant pleural effusion. Kyobu Geka. 1990 Apr;43(4):283-6.",,20071124,kathy,2352391 
AR00887,Nonoprerative management of obstructive jaundice caused by a benign hepatic cyst.,"A 64-year-old man with a 9.0 cm benign hepatic cyst near the hepatic hilum presented with obstructive jaundice caused by the compression of the hepatic ducts. The cyst was aspirated percutaneously, and minocycline hydrochloride was instilled as a sclerosa",PB503,50,2,95-9,2004,12,,"Ogawa M, Kubo S, Uenishi T, Hirohashi K, Tanaka H, Shuto T, Yamamoto T, Takemura S.Nonoprerative management of obstructive jaundice caused by a benign hepatic cyst. Osaka City Med J. 2004 Dec;50(2):95-9. ",,20071124,kathy,15819304
AR00888,Obstructive jaundice caused by non-parasitic hepatic cyst treated with percutaneous drainage and instillation of minocycline hydrochloride as a sclerosing agent.,We report a case of obstructive jaundice caused by a large hepatic cyst which was successfully treated by percutaneous drainage and instillation of minocycline hydrochloride. An 88-year-old man presented with obstructive jaundice and upper abdominal fulln,PB504,35,5,373-5,1996,5,,"Yoshihara K, Yamashiro S, Koizumi S, Matsuo Y, Shigeru J, Kanegae S, Oda Y.Obstructive jaundice caused by non-parasitic hepatic cyst treated with percutaneous drainage and instillation of minocycline hydrochloride as a sclerosing agent.Intern Med. 1996 Ma",,20071124,kathy,8797049
AR00889,Symptomatic hepatic cysts: treatment with single-shot injection of minocycline hydrochloride.,"PURPOSE: To assess the efficacy of percutaneous minocycline hydrochloride sclerotherapy in symptomatic hepatic cysts. MATERIALS AND METHODS: From November 1992 to June 1994, seven of eight consecutive adults with large symptomatic hepatic cysts (diameter,",PB505,206,1,205-9,1998,1,AR-20071124-47802.pdf,"Cellier C, Cuenod CA, Deslandes P, Auroux J, Landi B, Siauve N, Barbier JP, Frija G.Symptomatic hepatic cysts: treatment with single-shot injection of minocycline hydrochloride. Radiology. 1998 Jan;206(1):205-9.",20071124,20071124,kathy,9423674
AR00890,Management of pelvic lymphocysts by ultrasound-guided aspiration and minocycline sclerotherapy,"OBJECTIVE: The purpose of this study was to describe our experience with ultrasound-guided aspiration of postoperative pelvic lymphocysts followed by intracavitary minocycline injection as sclerotherapy. PATIENTS AND METHODS: From 1997 to 2003, patients w",PB506,59,3,130-3,2005,,,"Liu FS, Hung MJ, Hwang SF, Lu CH, Ke YM, Ho ES.Management of pelvic lymphocysts by ultrasound-guided aspiration and minocycline sclerotherapy. Gynecol Obstet Invest. 2005;59(3):130-3.",,20071124,kathy,15627779
AR00891,"Transrectal ultrasound-guided puncture, drainage, and minocycline hydrochloride sclerotherapy for the symptomatic prostatic cyst.","PURPOSE: We treated three patients who had symptomatic prostatic cysts by transrectal ultrasound-guided puncture, drainage, and sclerotherapy. The procedure and the results are described in this report. MATERIALS AND METHODS: The patients were 60, 73, and",PB507,16,9,693-5,2002,11,,"Saito S.Transrectal ultrasound-guided puncture, drainage, and minocycline hydrochloride sclerotherapy for the symptomatic prostatic cyst.J Endourol. 2002 Nov;16(9):693-5. ",,20071124,kathy,12490027
AR00893,Neuroprotection of photoreceptors by minocycline in light-induced retinal degeneration.,"PURPOSE: Microglial cells have been found to play pivotal roles in various neuronal degenerative diseases such as Parkinson's and Alzheimer's diseases. Minocycline, a microglial inhibitor, has recently been shown to be neuroprotective in various models of",PB508,45,8,2753-9,2004,8,AR-20071124-49442.pdf,"Zhang C, Lei B, Lam TT, Yang F, Sinha D, Tso MO.Neuroprotection of photoreceptors by minocycline in light-induced retinal degeneration.Invest Ophthalmol Vis Sci. 2004 Aug;45(8):2753-9. ",20071124,20071124,kathy,15277501
AR01473,Inhibition of PKC beta by oral administration of ruboxistaurin is well tolerated and ameliorates diabetes-induced retinal hemodynamic abnormalities in patients.,"PURPOSE: To assess ocular and systemic safety and pharmacodynamic effects of the oral PKC beta selective inhibitor ruboxistaurin (RBX; LY333531) mesylate in patients with diabetes. METHODS: This was a double-masked, placebo-controlled, parallel, randomize",PB508,47,1,86-92,2006,1,AR-20080331-17808.pdf,"Aiello LP, Clermont A, Arora V, Davis MD, Sheetz MJ, Bursell SE.Inhibition of PKC beta by oral administration of ruboxistaurin is well tolerated and ameliorates diabetes-induced retinal hemodynamic abnormalities in patients. Invest Ophthalmol Vis Sci. 200",20080331,20080331,kathy,16384948 
AR01476,Effect of ruboxistaurin on blood-retinal barrier permeability in relation to severity of leakage in diabetic macular edema.,"PURPOSE: The purpose of the study was to investigate the effect of orally administered ruboxistaurin (RBX, LY333531), a selective protein kinase C beta inhibitor, on the permeability of the blood-retinal barrier in patients with diabetic macular edema. ME",PB508,46,10,3855-8,2005,10,AR-20080331-19390.pdf,"Str&#248;m C, Sander B, Klemp K, Aiello LP, Lund-Andersen H, Larsen M. Effect of ruboxistaurin on blood-retinal barrier permeability in relation to severity of leakage in diabetic macular edema.  Invest Ophthalmol Vis Sci. 2005 Oct;46(10):3855-8.",20080331,20080331,kathy,16186374
AR01482,Intravitreal injection of erythropoietin protects both retinal vascular and neuronal cells in early diabetes.,PURPOSE: To explore and evaluate the protective effect of erythropoietin (EPO) on retinal cells of chemically induced diabetic rats after EPO was injected intravitreally at the onset of diabetes. METHODS: Diabetes was induced in Sprague-Dawley rats by int,PB508,49,2,732-42,2008,2,,"Zhang J, Wu Y, Jin Y, Ji F, Sinclair SH, Luo Y, Xu G, Lu L, Dai W, Yanoff M, Li W, Xu GT. Intravitreal injection of erythropoietin protects both retinal vascular and neuronal cells in early diabetes. Invest Ophthalmol Vis Sci. 2008 Feb;49(2):732-42.",,20080331,kathy,18235022
AR01502,Suppression of diabetes-induced retinal inflammation by blocking the angiotensin II type 1 receptor or its downstream nuclear factor-kappaB pathway,"PURPOSE: To investigate the involvement of the renin-angiotensin system (RAS) and the nuclear factor (NF)-kappaB pathway with diabetes-induced retinal inflammation. METHODS: Six weeks after induction of diabetes, C57BL/6 mice were treated with the angiote",PB508,48,9,4342-50,2007,9,,"Nagai N, Izumi-Nagai K, Oike Y, Koto T, Satofuka S, Ozawa Y, Yamashiro K, Inoue M, Tsubota K, Umezawa K, Ishida S.Suppression of diabetes-induced retinal inflammation by blocking the angiotensin II type 1 receptor or its downstream nuclear factor-kappaB p",,20080401,kathy,17724226 
AR01503,TEM7 (PLXDC1) in Neovascular Endothelial Cells of Fibrovascular Membranes from Patients with Proliferative Diabetic Retinopathy.,Purpose: Proliferative diabetic retinopathy (PDR) results from the formation of fibrovascular membranes (FVMs) in the posterior fundus that can lead to a severe decrease of vision. Tumor endothelial marker 7 (TEM7) is a protein that is highly expressed in,PB508,,,,2008,3,,"Yamaji Y, Yoshida S, Ishikawa K, Sengoku A, Sato K, Yoshida A, Kuwahara R, Ohuchida K, Oki E, Enaida H, Fujisawa K, Kono T, Ishibashi T. TEM7 (PLXDC1) in Neovascular Endothelial Cells of Fibrovascular Membranes from Patients with Proliferative Diabetic Re",,20080401,kathy,18316703
AR01505,Effects of peroxisome proliferator-activated receptor gamma and its ligand on blood-retinal barrier in a streptozotocin-induced diabetic model.,"PURPOSE: To clarify whether endogenous peroxisome proliferator-activated receptor gamma (PPARgamma) and its ligand, rosiglitazone, affect retinal leukostasis and the associated vascular leakage using an experimental diabetic model. METHODS: Diabetes was i",PB508,47,10,4547-52,2006,10,AR-20080401-18769.pdf,"Muranaka K, Yanagi Y, Tamaki Y, Usui T, Kubota N, Iriyama A, Terauchi Y, Kadowaki T, Araie M. Effects of peroxisome proliferator-activated receptor gamma and its ligand on blood-retinal barrier in a streptozotocin-induced diabetic model. Invest Ophthalmol",20080401,20080401,kathy,17003451
AR01512,Characterization of azurocidin as a permeability factor in the retina: involvement in VEGF-induced and early diabetic blood-retinal barrier breakdown.,"PURPOSE: Azurocidin, released by neutrophils during leukocyte-endothelial interaction, is a main cause of neutrophil-evoked vascular leakage. Its role in the retina, however, is unknown. METHODS: Brown Norway rats received intravitreal injections of azuro",PB508,49,2,726-31,2008,2,,"Skondra D, Noda K, Almulki L, Tayyari F, Frimmel S, Nakazawa T, Kim IK, Zandi S, Thomas KL, Miller JW, Gragoudas ES, Hafezi-Moghadam A.Characterization of azurocidin as a permeability factor in the retina: involvement in VEGF-induced and early diabetic bl",,20080401,kathy,18235021
AR01525,Pharmacologic manipulation of sphingosine kinase in retinal endothelial cells: implications for angiogenic ocular diseases.,"PURPOSE: The increased vascular permeability and pathogenic angiogenesis observed in diabetic retinopathy are induced, at least in part, by local inflammation and vascular endothelial growth factor (VEGF). Therefore, inhibition of signaling from VEGF and ",PB508,47,11,5022-31,2006,11,AR-20080402-14675.pdf,"Maines LW, French KJ, Wolpert EB, Antonetti DA, Smith CD.Pharmacologic manipulation of sphingosine kinase in retinal endothelial cells: implications for angiogenic ocular diseases. Invest Ophthalmol Vis Sci. 2006 Nov;47(11):5022-31",20080402,20080402,kathy, 17065523
AR01774,"Effects of rolipram, a selective inhibitor of type 4 phosphodiesterase, on lipopolysaccharide-induced uveitis in rats.","PURPOSE: To investigate effects of rolipram, an inhibitor of type 4 phosphodiesterase, on lipopolysaccharide (LPS)-induced uveitis in Wistar rats. METHODS: A total of 100 microg LPS was injected into the rat footpad. Rolipram (Wako Pure Chemical, Osaka, J",PB508,45,8,2497-502,2004,8,AR-20081103-67071.pdf,"Chi ZL, Hayasaka S, Zhang XY, Hayasaka Y, Cui HS. Effects of rolipram, a selective inhibitor of type 4 phosphodiesterase, on lipopolysaccharide-induced uveitis in rats. Invest Ophthalmol Vis Sci. 2004 Aug;45(8):2497-502.",20081103,20081103,kathy,15277469
AR01263,"Human endometrial and ovarian cancer cells: histone deacetylase inhibitors exhibit antiproliferative activity, potently induce cell cycle arrest, and stimulate apoptosis.","Because epigenetic alterations are believed to be involved in the repression of tumor suppressor genes and promotion of tumorigenesis in endometrial cancers and ovarian cancers, novel compounds endowed with a histone deacetylase (HDAC) inhibitory activity",PB509,14,24,2548-53,2007,,,"Takai N, Narahara H.Human endometrial and ovarian cancer cells: histone deacetylase inhibitors exhibit antiproliferative activity, potently induce cell cycle arrest, and stimulate apoptosis. Curr Med Chem. 2007;14(24):2548-53.",,20080207,kathy,17979707
AR00117,Computed Tomography Screening and Lung Cancer Outcomes,"Context  Current and former smokers are currently being screened for lung cancer with computed tomography (CT), although there are limited data on the effect screening has on lung cancer outcomes. Randomized controlled trials assessing CT screening are cu",PB51,297,,953-961,2007,,,JAMA. 2007;297:953-961,,20070318,kathy,
AR00246,"Ditiocarb sodium (diethyldithiocarbamate) therapy in patients with symptomatic HIV infection and AIDS. A randomized, double-blind, placebo-controlled, multicenter study.","We randomized 389 symptomatic patients with human immunodeficiency virus (HIV) infection to ditiocarb sodium (400 mg/m2 orally for 24 weeks) or a placebo. Patients were well balanced according to Centers for Disease Control (CDC) group, CD4+ cell number, ",PB51,265,12,1538-44,1991,3,,JAMA. 1991 Mar 27;265(12):1538-44.,,20070429,kathy,1671884
AR00904,Minocycline partially inhibits caspase-3 activation and photoreceptor degeneration after photic injury.,"PURPOSE: To evaluate the possible role of caspase-3 in retinal photic injury, and to investigate whether minocycline can ameliorate light-induced photoreceptor degeneration. METHODS: Retinal photic injury was induced in rats by exposure to intense light. ",PB510,37,4,202-13,2005,7,,"Chang CJ, Cherng CH, Liou WS, Liao CL.Minocycline partially inhibits caspase-3 activation and photoreceptor degeneration after photic injury. Ophthalmic Res. 2005 Jul-Aug;37(4):202-13. ",,20071124,kathy,15990464
AR01459,Ibudilast may improve retinal circulation in patients with diabetes mellitus.,"Ibudilast selectively vasodilates cerebral vessels without reducing blood pressure. We investigated the effect of the drug on retinal circulation in 8 patients with diabetes mellitus, using the video-densitometric image analysis of fluorescein angiography",PB510,24,4,197-202,1992,,,"Suzuki R, Sugihara I, Ishibashi T, Kurimoto S.Ibudilast may improve retinal circulation in patients with diabetes mellitus.Ophthalmic Res. 1992;24(4):197-202.",,20080330,kathy,1436980 
